id,file_uri,file_local_enumeration,tuning,tstart,signal_frequency,signal_drift_rate,signal_snr,start_channel,signal_power,signal_incoherent_power
900273558,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C544.0000.raw.seticore.hits,92,AC,60212.56062466325,43127.16069973224,0.0,413.37396240234375,416206,14004781056000.0,14004781056000.0
900273196,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C704.0000.raw.seticore.hits,6,AC,60212.56062466325,43255.79166973346,0.0,304.36053466796875,222728,15106230452224.0,15097102598144.0
900273288,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C384.0000.raw.seticore.hits,13,AC,60212.56062466325,42935.78841770404,0.0,239.98780822753906,221023,13803810979840.0,14320037527552.0
900274178,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C608.0000.raw.seticore.hits,59,BD,60212.56062466325,42858.31413913344,0.0,213.09548950195312,518194,7770950074368.0,7770950074368.0
900274628,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C704.0000.raw.seticore.hits,25,BD,60212.56062466325,42953.71467471694,0.24253192047278088,8.210700035095215,203902,545509146624.0,577800503296.0
900274354,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C960.0000.raw.seticore.hits,1,AC,60212.56062466325,43511.49670398944,0.0,74.41944885253906,68081,4383098011648.0,4150758998016.0
900273632,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C384.0000.raw.seticore.hits,57,BD,60212.56062466325,42633.52587199782,0.0,54.49062728881836,104915,2087809187840.0,2087809187840.0
900275054,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C608.0000.raw.seticore.hits,94,AC,60212.56062466325,43176.78789890521,0.0,8.18701171875,220751,528208625664.0,411770028032.0
900276349,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C352.0000.raw.seticore.hits,68,AC,60212.56062466325,42935.27986706012,0.0,32.14057159423828,478684,2050395996160.0,2132091731968.0
900273481,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C544.0000.raw.seticore.hits,15,AC,60212.56062466325,43095.537084467345,0.0,26.324630737304688,89252,1050456621056.0,1050456621056.0
900275105,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C608.0000.raw.seticore.hits,145,AC,60212.56062466325,43191.13483417743,0.0,337.0622863769531,402645,12813888126976.0,12813888126976.0
900273767,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C544.0000.raw.seticore.hits,40,BD,60212.56062466325,42804.883402591695,-24.49572396775087,8.363641738891602,292263,512836993024.0,231054180352.0
900274958,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C480.0000.raw.seticore.hits,61,BD,60212.56062466325,42760.42898631667,0.0,57.89822006225586,54119,2448816603136.0,2448816603136.0
900274115,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C288.0000.raw.seticore.hits,88,BD,60212.56062466325,42569.20600009536,0.0,404.2673034667969,461498,11422610227200.0,11422610227200.0
900273530,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C544.0000.raw.seticore.hits,64,AC,60212.56062466325,43127.16069973224,0.0,358.6275634765625,416206,13846389456896.0,14004781056000.0
900275722,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C512.0000.raw.seticore.hits,67,AC,60212.56062466325,43079.932788736754,27.163575092951458,8.087470054626465,296715,504608980992.0,229338251264.0
900274333,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C320.0000.raw.seticore.hits,61,AC,60212.56062466325,42888.896488077575,-12.126596023639044,8.053299903869629,277633,636743254016.0,284709224448.0
900274900,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C480.0000.raw.seticore.hits,3,BD,60212.56062466325,42729.72805667495,0.0,11.313858032226562,210918,730741014528.0,886253682688.0
900274832,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C448.0000.raw.seticore.hits,3,AC,60212.56062466325,42999.78787601703,0.0,25.717649459838867,220739,1683018219520.0,1664015925248.0
900275647,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C320.0000.raw.seticore.hits,75,BD,60212.56062466325,42601.198220020284,0.24253192047278088,9.696228981018066,457419,507864383488.0,480234962944.0
900275060,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C608.0000.raw.seticore.hits,100,AC,60212.56062466325,43179.89643848651,-42.20055416226387,8.126627922058105,277483,524289966080.0,224273235968.0
900273313,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C384.0000.raw.seticore.hits,38,AC,60212.56062466325,42935.76002300494,0.0,46.27059555053711,206136,2543938699264.0,2543938699264.0
900274814,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C640.0000.raw.seticore.hits,113,BD,60212.56062466325,42919.79959178542,37.592447673281036,8.12346076965332,248423,538954432512.0,253610819584.0
900274155,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C608.0000.raw.seticore.hits,36,BD,60212.56062466325,42857.57265735244,0.0,8.089147567749023,129444,495832006656.0,580150755328.0
